Kind,Model,Input,Output,Cache Write,Cache Read,Cost
"ultra","claude-4-sonnet","0","259","444","85,407","Included"
"ultra","claude-4-sonnet","0","260","316","85,091","Included"
"ultra","claude-4-sonnet","0","255","520","84,571","Included"
"ultra","claude-4-sonnet","0","316","412","84,159","Included"
"ultra","claude-4-sonnet","0","173","6,583","77,576","Included"
"ultra","claude-4-sonnet","1,876","227","402","77,174","Included"
"ultra","claude-4-sonnet","0","399","311","76,863","Included"
"ultra","claude-4-sonnet","0","155","4,918","71,945","Included"
"Errored, Not Charged","claude-4-sonnet","0","190","244","71,701","Included"
"ultra","claude-4-sonnet","1","187","4,982","66,719","Included"
"ultra","claude-4-sonnet","1","2,124","211","66,508","Included"
"ultra","claude-4-sonnet","1","134","201","66,307","Included"
"ultra","claude-4-sonnet","1","154","671","65,636","Included"
"ultra","claude-4-sonnet","2","306","476","65,160","Included"
"ultra","claude-4-sonnet","3","228","1,774","63,386","Included"
"ultra","claude-4-sonnet","4","834","205","63,181","Included"
"ultra","claude-4-sonnet","4","124","285","62,896","Included"
"ultra","claude-4-sonnet","4","181","6,683","56,213","Included"
"ultra","claude-4-sonnet","1,800","218","167","56,046","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","4","123","432","55,614","Included"
"ultra","claude-4-sonnet","4","351","2,621","52,993","Included"
"ultra","claude-4-sonnet","4","209","561","52,432","Included"
"ultra","claude-4-sonnet","4","457","4,527","47,905","Included"
"ultra","claude-4-sonnet","4","182","187","47,718","Included"
"ultra","claude-4-sonnet","5","171","229","47,489","Included"
"ultra","claude-4-sonnet","5","164","246","47,243","Included"
"ultra","claude-4-sonnet","5","176","430","46,813","Included"
"ultra","claude-4-sonnet","5","258","4,535","42,278","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","5","199","557","41,721","Included"
"ultra","claude-4-sonnet","4","264","4,496","75,536","Included"
"ultra","claude-4-sonnet","6","311","306","41,415","Included"
"Errored, Not Charged","claude-4-sonnet","4","186","262","75,274","Included"
"ultra","claude-4-sonnet","6","234","1,836","39,579","Included"
"ultra","claude-4-sonnet","5","205","453","74,821","Included"
"ultra","claude-4-sonnet","6","985","694","38,885","Included"
"ultra","claude-4-sonnet","5","374","4,982","69,839","Included"
"ultra","claude-4-sonnet","6","617","4,540","34,345","Included"
"ultra","claude-4-sonnet","6","195","615","33,730","Included"
"ultra","claude-4-sonnet","6","140","604","33,126","Included"
"ultra","claude-4-sonnet","6","136","4,897","28,229","Included"
"ultra","claude-4-sonnet","4,131","679","8,214","61,625","Included"
"ultra","claude-4-sonnet","6","205","2,458","25,771","Included"
"ultra","claude-4-sonnet","7","127","5,980","19,791","Included"
"ultra","claude-4-sonnet","1,665","218","5,859","13,932","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","5","213","420","61,205","Included"
"ultra","claude-4-sonnet","5","277","888","60,317","Included"
"ultra","claude-4-sonnet","5","505","2,583","57,734","Included"
"ultra","claude-4-sonnet","1,766","543","43,802","13,932","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","3","116","392","53,872","Included"
"ultra","claude-4-sonnet","4","137","422","53,450","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","4","327","456","52,994","Included"
"ultra","claude-4-sonnet","5","190","4,611","80,059","Included"
"ultra","claude-4-sonnet","4","390","371","52,623","Included"
"ultra","claude-4-sonnet","5","209","4,586","75,473","Included"
"ultra","claude-4-sonnet","4","294","458","52,165","Included"
"ultra","claude-4-sonnet","5","187","446","75,027","Included"
"ultra","claude-4-sonnet","5","236","475","51,690","Included"
"ultra","claude-4-sonnet","6","131","260","74,767","Included"
"ultra","claude-4-sonnet","6","307","681","51,009","Included"
"Errored, Not Charged","claude-4-sonnet","7","157","247","74,520","Included"
"ultra","claude-4-sonnet","6","513","353","50,656","Included"
"ultra","claude-4-sonnet","7","192","1,161","49,495","Included"
"ultra","claude-4-sonnet","7","153","1,447","73,073","Included"
"ultra","claude-4-sonnet","7","1,107","5,755","67,318","Included"
"ultra","claude-4-sonnet","7","851","29,725","19,770","Included"
"ultra","claude-4-sonnet","7","306","7,663","59,655","Included"
"ultra","claude-4-sonnet","0","244","5,801","147,637","Included"
"ultra","claude-4-sonnet","1,739","236","489","147,148","Included"
"ultra","claude-4-sonnet","7","364","8,562","51,093","Included"
"ultra","claude-4-sonnet","7","107","4,960","46,133","Included"
"ultra","claude-4-sonnet","7","232","8,460","37,673","Included"
"ultra","claude-4-sonnet","7","275","6,253","31,420","Included"
"ultra","claude-4-sonnet","7","255","4,568","26,852","Included"
"ultra","claude-4-sonnet","0","486","386","146,762","Included"
"ultra","claude-4-sonnet","8","200","7,082","19,770","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","1,555","373","5,838","13,932","Included"
"ultra","claude-4-sonnet","0","146","322","146,440","Included"
"ultra","claude-4-sonnet","0","123","392","146,048","Included"
"ultra","claude-4-sonnet","0","149","528","145,520","Included"
"ultra","claude-4-sonnet","0","427","2,848","142,672","Included"
"Errored, Not Charged","claude-4-sonnet","0","180","305","142,367","Included"
"ultra","claude-4-sonnet","0","249","4,510","137,857","Included"
"ultra","claude-4-sonnet","1,638","204","295","137,562","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","135","452","137,110","Included"
"ultra","claude-4-sonnet","0","345","349","136,761","Included"
"ultra","claude-4-sonnet","0","285","918","135,843","Included"
"ultra","claude-4-sonnet","0","248","7,609","128,234","Included"
"ultra","claude-4-sonnet","0","108","8,246","119,988","Included"
"ultra","claude-4-sonnet","1,631","127","7,949","112,039","Included"
"ultra","claude-4-sonnet","0","198","537","119,341","Included"
"ultra","claude-4-sonnet","0","297","7,302","112,039","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","931","6,245","112,039","Included"
"ultra","claude-4-sonnet","1,693","199","20","112,019","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","142","392","111,232","Included"
"ultra","claude-4-sonnet","0","138","2,896","108,336","Included"
"ultra","claude-4-sonnet","0","1,625","1,305","107,031","Included"
"ultra","claude-4-sonnet","0","219","1,974","105,057","Included"
"ultra","claude-4-sonnet","0","1,258","9,816","95,241","Included"
"ultra","claude-4-sonnet","1,707","123","442","94,799","Included"
"ultra","claude-4-sonnet","0","439","265","94,534","Included"
"ultra","claude-4-sonnet","0","106","247","94,287","Included"
"ultra","claude-4-sonnet","0","145","373","93,914","Included"
"ultra","claude-4-sonnet","0","297","3,290","90,624","Included"
"ultra","claude-4-sonnet","0","188","263","90,361","Included"
"ultra","claude-4-sonnet","0","113","336","90,025","Included"
"ultra","claude-4-sonnet","0","121","726","89,299","Included"
"ultra","claude-4-sonnet","0","453","1,943","87,356","Included"
"ultra","claude-4-sonnet","0","1,272","9,768","77,588","Included"
"ultra","claude-4-sonnet","1,706","131","307","77,281","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","137","1,989","75,292","Included"
"ultra","claude-4-sonnet","0","139","657","74,635","Included"
"ultra","claude-4-sonnet","0","499","8,181","66,454","Included"
"ultra","claude-4-sonnet","0","159","4,317","62,137","Included"
"ultra","claude-4-sonnet","0","230","8,423","53,714","Included"
"ultra","claude-4-sonnet","0","117","325","53,389","Included"
"ultra","claude-4-sonnet","0","177","333","53,056","Included"
"ultra","claude-4-sonnet","0","166","4,730","48,326","Included"
"ultra","claude-4-sonnet","0","194","157","48,169","Included"
"ultra","claude-4-sonnet","0","142","4,826","43,343","Included"
"ultra","claude-4-sonnet","0","177","145","43,198","Included"
"ultra","claude-4-sonnet","1","129","149","43,049","Included"
"ultra","claude-4-sonnet","2","133","460","42,589","Included"
"ultra","claude-4-sonnet","2","110","489","42,100","Included"
"ultra","claude-4-sonnet","3","87","247","41,853","Included"
"ultra","claude-4-sonnet","3","128","433","41,420","Included"
"Errored, Not Charged","claude-4-sonnet","4","264","434","40,986","Included"
"ultra","claude-4-sonnet","4","284","5,399","35,587","Included"
"ultra","claude-4-sonnet","1,721","864","479","35,108","Included"
"ultra","claude-4-sonnet","5","476","21,176","13,932","Included"
"ultra","claude-4-sonnet","0","169","323","151,830","Included"
"ultra","claude-4-sonnet","0","123","189","151,641","Included"
"ultra","claude-4-sonnet","0","174","1,620","150,021","Included"
"ultra","claude-4-sonnet","0","170","741","149,280","Included"
"ultra","claude-4-sonnet","0","463","257","149,023","Included"
"ultra","claude-4-sonnet","0","165","137","148,886","Included"
"ultra","claude-4-sonnet","0","122","133","148,753","Included"
"ultra","claude-4-sonnet","0","118","3,341","145,412","Included"
"ultra","claude-4-sonnet","3,149","177","1,547","143,865","Included"
"Errored, Not Charged","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","1,058","133","143,732","Included"
"ultra","claude-4-sonnet","0","118","151","143,581","Included"
"ultra","claude-4-sonnet","0","136","303","143,278","Included"
"ultra","claude-4-sonnet","0","143","380","142,898","Included"
"ultra","claude-4-sonnet","0","190","370","142,528","Included"
"ultra","claude-4-sonnet","0","141","145","142,383","Included"
"ultra","claude-4-sonnet","0","130","168","142,215","Included"
"ultra","claude-4-sonnet","0","153","2,793","139,422","Included"
"ultra","claude-4-sonnet","0","179","308","139,114","Included"
"ultra","claude-4-sonnet","0","134","138","138,976","Included"
"ultra","claude-4-sonnet","0","123","156","138,820","Included"
"ultra","claude-4-sonnet","0","93","150","138,670","Included"
"ultra","claude-4-sonnet","0","135","371","138,299","Included"
"ultra","claude-4-sonnet","0","138","343","137,956","Included"
"ultra","claude-4-sonnet","0","143","8,063","129,893","Included"
"ultra","claude-4-sonnet","0","89","166","129,727","Included"
"ultra","claude-4-sonnet","0","151","249","129,478","Included"
"ultra","claude-4-sonnet","0","141","4,639","124,839","Included"
"ultra","claude-4-sonnet","0","151","312","124,527","Included"
"ultra","claude-4-sonnet","0","128","7,580","116,947","Included"
"ultra","claude-4-sonnet","0","4,827","4,763","112,184","Included"
"ultra","claude-4-sonnet","0","227","269","111,915","Included"
"ultra","claude-4-sonnet","0","197","4,769","107,146","Included"
"Errored, Not Charged","claude-4-sonnet","0","172","282","106,864","Included"
"ultra","claude-4-sonnet","0","226","327","106,537","Included"
"ultra","claude-4-sonnet","0","254","5,634","100,903","Included"
"ultra","claude-4-sonnet","0","89","111","100,792","Included"
"ultra","claude-4-sonnet","0","80","380","100,412","Included"
"ultra","claude-4-sonnet","0","128","7,520","92,892","Included"
"ultra","claude-4-sonnet","0","107","6,710","86,182","Included"
"ultra","claude-4-sonnet","0","84","124","86,058","Included"
"Errored, Not Charged","claude-4-sonnet","0","109","283","85,775","Included"
"ultra","claude-4-sonnet","0","183","7,472","78,303","Included"
"ultra","claude-4-sonnet","0","90","153","78,150","Included"
"ultra","claude-4-sonnet","1","137","288","77,862","Included"
"ultra","claude-4-sonnet","7","135","424","26,819","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","2","103","1,115","76,747","Included"
"ultra","claude-4-sonnet","7","310","4,777","22,042","Included"
"ultra","claude-4-sonnet","3","95","2,073","74,674","Included"
"ultra","claude-4-sonnet","7","221","2,259","19,783","Included"
"ultra","claude-4-sonnet","3","168","274","74,400","Included"
"ultra","claude-4-sonnet","1,967","117","5,851","13,932","Included"
"ultra","claude-4-sonnet","4","107","368","74,032","Included"
"ultra","claude-4-sonnet","5","151","2,847","71,185","Included"
"ultra","claude-4-sonnet","5","179","2,875","68,310","Included"
"ultra","claude-4-sonnet","6","1,585","795","67,515","Included"
"ultra","claude-4-sonnet","8","487","8,953","58,562","Included"
"ultra","claude-4-sonnet","123","1,840","21,085","162,581","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","8","247","7,751","50,811","Included"
"ultra","claude-4-sonnet","236","157","134,495","14,043","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","8","194","12,611","38,200","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","8","495","18,452","19,748","Included"
"ultra","claude-4-sonnet","0","0","0","0","Included"
"ultra","claude-4-sonnet","1,897","198","5,816","13,932","Included"
"ultra","claude-4-sonnet","0","245","2,769","145,416","Included"
"ultra","claude-4-sonnet","1,413","721","300","145,116","Included"
"ultra","claude-4-sonnet","0","297","1,047","144,069","Included"
"ultra","claude-4-sonnet","1","461","5,984","138,085","Included"
"ultra","claude-4-sonnet","1","166","132","137,953","Included"
"ultra","claude-4-sonnet","1","81","154","137,799","Included"
"ultra","claude-4-sonnet","2","138","10,296","127,503","Included"
"ultra","claude-4-sonnet","2","130","10,967","116,536","Included"
"ultra","claude-4-sonnet","224","130","998","115,538","Included"
"ultra","claude-4-sonnet","646","351","15,609","99,929","Included"
"ultra","claude-4-sonnet","7","158","1,224","114,259","Included"
"Errored, Not Charged","claude-4-sonnet","7","651","1,498","112,761","Included"
"ultra","claude-4-sonnet","309","700","186","112,575","Included"
"ultra","claude-4-sonnet","7","183","557","112,018","Included"
"ultra","claude-4-sonnet","7","420","10,225","101,793","Included"
"ultra","claude-4-sonnet","7","132","978","100,815","Included"
"ultra","claude-4-sonnet","7","873","634","100,181","Included"
"ultra","claude-4-sonnet","324","199","100,181","0","Included"
"ultra","claude-4-sonnet","2","143","1,211","98,718","Included"
"ultra","claude-4-sonnet","282","713","169","98,549","Included"
"ultra","claude-4-sonnet","2","166","695","97,854","Included"
"ultra","claude-4-sonnet","2","573","398","97,456","Included"
"ultra","claude-4-sonnet","3","223","3,966","93,490","Included"
"ultra","claude-4-sonnet","332","2,614","275","93,215","Included"
"ultra","claude-4-sonnet","3","272","336","92,879","Included"
"ultra","claude-4-sonnet","3","231","4,906","87,973","Included"
"Errored, Not Charged","claude-4-sonnet","3","184","372","87,601","Included"
"ultra","claude-4-sonnet","4","315","3,522","84,079","Included"
"ultra","claude-4-sonnet","5","1,844","3,926","80,153","Included"
"ultra","claude-4-sonnet","5","2,691","4,694","75,459","Included"
"Errored, Not Charged","claude-4-sonnet","5","190","4,231","71,228","Included"
"ultra","claude-4-sonnet","5","2,634","335","70,893","Included"
"ultra","claude-4-sonnet","5","238","352","70,541","Included"
"Errored, Not Charged","claude-4-sonnet","5","243","441","70,100","Included"
"ultra","claude-4-sonnet","5","312","4,259","65,841","Included"
"ultra","claude-4-sonnet","5","236","6,671","59,170","Included"
"ultra","claude-4-sonnet","5","104","592","58,578","Included"
"ultra","claude-4-sonnet","6","80","608","57,970","Included"
